,t,ax,ay,az,wx,wy,wz
8322,28220.0,6.62,5.86,-5.97,-4.45,1.74,1.74
8323,28223.0,6.31,5.37,-5.55,-4.57,1.78,1.74
8324,28227.0,6.07,5.32,-5.16,-4.63,1.8,1.73
8325,28230.0,5.93,5.66,-4.93,-4.66,1.73,1.74
8326,28233.0,6.63,6.44,-4.85,-4.63,1.56,1.8
8327,28236.0,7.12,6.94,-5.04,-4.54,1.32,1.81
8328,28250.0,7.2,5.63,-5.09,-4.62,1.09,1.59
8329,28253.0,7.64,5.36,-4.31,-4.71,1.19,1.51
8330,28256.0,8.05,5.41,-4.01,-4.74,1.24,1.5
8331,28259.0,8.32,5.44,-3.6,-4.73,1.33,1.57
8332,28263.0,8.43,5.37,-3.35,-4.71,1.4,1.7
8333,28266.0,8.37,5.17,-3.28,-4.7,1.47,1.86
8334,28269.0,8.17,4.96,-3.27,-4.75,1.58,2.07
8335,28272.0,8.08,4.9,-3.14,-4.79,1.66,2.19
8336,28276.0,7.98,4.88,-3.04,-4.84,1.74,2.3
8337,28279.0,7.93,4.87,-2.94,-4.87,1.8,2.38
8338,28282.0,7.89,5.04,-3.0,-4.89,1.88,2.45
8339,28285.0,7.95,4.99,-3.03,-4.94,1.97,2.48
8340,28288.0,7.95,4.95,-2.93,-5.01,2.12,2.52
8341,28292.0,7.85,4.98,-2.74,-5.06,2.22,2.54
8342,28295.0,7.73,5.02,-2.7,-5.11,2.3,2.56
8343,28298.0,7.6,5.0,-2.4,-5.19,2.38,2.61
8344,28301.0,7.53,4.91,-2.23,-5.23,2.37,2.65
8345,28305.0,7.46,4.84,-2.33,-5.28,2.38,2.69
8346,28308.0,7.41,4.68,-2.08,-5.34,2.43,2.72
8347,28311.0,7.47,4.52,-1.73,-5.38,2.45,2.74
8348,28314.0,7.57,4.46,-1.57,-5.37,2.45,2.74
8349,28318.0,7.65,4.38,-1.47,-5.35,2.46,2.74
8350,28321.0,7.78,4.24,-1.34,-5.33,2.47,2.72
8351,28324.0,7.96,3.89,-1.75,-5.35,2.53,2.68
8352,28327.0,8.04,3.64,-1.78,-5.43,2.81,2.6
8353,28331.0,8.32,3.59,-1.3,-5.52,3.0,2.46
8354,28334.0,8.49,3.45,-1.0,-5.6,3.03,2.33
8355,28337.0,8.53,3.45,-0.91,-5.72,3.03,2.23
8356,28340.0,8.49,3.5,-0.82,-5.91,3.06,2.15
8357,28343.0,8.55,3.51,-0.6,-6.05,3.11,2.12
8358,28347.0,8.62,3.41,-0.29,-6.17,3.13,2.11
8359,28350.0,8.71,3.3,-0.1,-6.28,3.12,2.09
8360,28353.0,8.8,3.07,0.01,-6.44,3.09,2.06
8361,28356.0,8.81,2.97,0.14,-6.56,3.09,2.03
8362,28360.0,8.77,2.86,0.34,-6.67,3.09,1.99
8363,28363.0,8.72,2.78,0.56,-6.76,3.09,1.95
8364,28366.0,8.69,2.7,0.71,-6.83,3.08,1.91
8365,28369.0,8.56,2.44,0.94,-6.9,3.08,1.87
8366,28372.0,8.53,2.28,1.1,-6.95,3.08,1.85
8367,28376.0,8.44,2.1,1.24,-6.99,3.09,1.83
8368,28379.0,8.37,1.96,1.33,-7.05,3.09,1.82
8369,28382.0,8.27,1.84,1.41,-7.12,3.11,1.83
8370,28385.0,8.19,1.63,1.63,-7.21,3.14,1.86
8371,28388.0,8.13,1.48,1.79,-7.29,3.15,1.88
8372,28392.0,8.05,1.33,1.87,-7.36,3.15,1.9
8373,28395.0,7.99,1.12,1.94,-7.43,3.16,1.9
8374,28398.0,7.86,0.86,1.96,-7.51,3.18,1.89
8375,28401.0,7.73,0.45,2.1,-7.61,3.22,1.86
8376,28405.0,7.69,0.16,2.19,-7.69,3.22,1.81
8377,28408.0,7.64,-0.06,2.21,-7.78,3.24,1.76
8378,28411.0,7.58,-0.4,2.4,-7.88,3.26,1.72
8379,28414.0,7.51,-0.61,2.61,-8.01,3.23,1.67
8380,28417.0,7.4,-0.69,2.75,-8.1,3.22,1.66
8381,28421.0,7.31,-0.82,2.92,-8.17,3.21,1.67
8382,28424.0,7.23,-0.97,3.07,-8.24,3.19,1.69
8383,28427.0,7.09,-1.02,3.1,-8.3,3.16,1.71
8384,28430.0,6.94,-1.25,3.22,-8.36,3.13,1.75
8385,28434.0,6.81,-1.37,3.27,-8.36,3.1,1.76
8386,28437.0,6.69,-1.45,3.25,-8.34,3.08,1.78
8387,28440.0,6.61,-1.58,3.3,-8.31,3.1,1.78
8388,28443.0,6.56,-1.73,3.32,-8.22,3.17,1.75
8389,28447.0,6.53,-1.87,3.37,-8.15,3.25,1.7
8390,28450.0,6.55,-2.16,3.55,-8.09,3.32,1.63
8391,28453.0,6.58,-2.35,3.62,-8.04,3.34,1.55
8392,28456.0,6.49,-2.55,3.56,-8.01,3.38,1.44
8393,28459.0,6.45,-2.71,3.54,-8.03,3.4,1.36
8394,28463.0,6.39,-2.84,3.4,-8.08,3.42,1.31
8395,28466.0,6.38,-3.1,3.35,-8.19,3.45,1.28
8396,28469.0,6.33,-3.41,3.3,-8.31,3.47,1.26
8397,28472.0,6.13,-3.79,3.14,-8.49,3.49,1.24
8398,28476.0,5.98,-3.97,3.19,-8.58,3.48,1.22
8399,28479.0,5.9,-4.13,3.25,-8.66,3.44,1.19
8400,28482.0,5.85,-4.36,3.15,-8.73,3.39,1.16
8401,28485.0,5.83,-4.82,3.11,-8.73,3.33,1.11
8402,28488.0,5.86,-5.08,3.08,-8.73,3.29,1.07
8403,28492.0,5.9,-5.34,3.13,-8.73,3.24,1.05
8404,28495.0,5.96,-5.61,3.03,-8.73,3.15,1.02
8405,28498.0,5.82,-5.92,2.71,-8.73,3.08,1.01
8406,28501.0,5.33,-6.31,2.61,-8.73,2.99,0.96
8407,28505.0,4.86,-6.26,2.6,-8.73,2.89,0.92
8408,28508.0,4.41,-6.13,2.63,-8.73,2.79,0.89
8409,28511.0,4.14,-6.18,2.85,-8.73,2.68,0.88
8410,28514.0,3.94,-6.3,2.91,-8.71,2.46,0.87
8411,28518.0,3.85,-6.41,2.86,-8.4,2.27,0.87
8412,28521.0,3.83,-6.55,2.85,-8.06,2.07,0.87
8413,28524.0,3.87,-6.67,2.72,-7.72,1.86,0.87
8414,28527.0,3.96,-6.78,2.59,-7.42,1.65,0.89
8415,28531.0,4.05,-6.78,2.36,-7.08,1.37,0.96
8416,28534.0,4.11,-6.81,2.2,-6.89,1.18,1.04
8417,28537.0,4.19,-6.93,2.06,-6.75,0.98,1.14
8418,28540.0,4.3,-7.0,1.93,-6.65,0.8,1.24
8419,28543.0,4.5,-7.11,1.77,-6.58,0.57,1.36
8420,28547.0,4.67,-7.33,1.68,-6.54,0.41,1.43
8421,28550.0,4.81,-7.52,1.6,-6.51,0.24,1.5
8422,28553.0,4.91,-7.58,1.47,-6.48,0.1,1.59
8423,28556.0,4.96,-7.6,1.28,-6.43,-0.07,1.73
8424,28560.0,4.99,-7.65,1.08,-6.41,-0.16,1.85
8425,28563.0,5.0,-7.69,0.84,-6.41,-0.22,1.97
8426,28566.0,4.94,-7.51,0.63,-6.43,-0.25,2.09
8427,28569.0,4.89,-7.54,0.46,-6.46,-0.27,2.22
8428,28573.0,4.82,-7.71,0.28,-6.46,-0.31,2.27
8429,28576.0,4.69,-7.71,-0.02,-6.45,-0.36,2.31
8430,28579.0,4.52,-7.71,-0.37,-6.43,-0.39,2.34
8431,28582.0,4.37,-7.75,-0.79,-6.41,-0.4,2.38
8432,28586.0,4.21,-7.81,-1.23,-6.42,-0.39,2.43
8433,28589.0,4.12,-7.78,-1.43,-6.41,-0.37,2.47
8434,28592.0,4.04,-8.03,-1.61,-6.45,-0.35,2.5
8435,28595.0,3.75,-8.3,-1.9,-6.46,-0.35,2.5
8436,28599.0,3.23,-8.37,-2.19,-6.37,-0.34,2.45
8437,28602.0,2.52,-8.39,-2.41,-6.16,-0.32,2.36
8438,28605.0,1.82,-8.07,-2.44,-5.83,-0.27,2.24
8439,28608.0,1.17,-7.76,-2.33,-5.3,-0.19,2.07
8440,28612.0,0.98,-7.78,-2.22,-4.91,-0.16,1.94
8441,28615.0,0.89,-7.82,-2.25,-4.53,-0.14,1.81
8442,28628.0,0.98,-7.7,-3.45,-3.21,-0.38,1.56
8443,28632.0,1.0,-7.59,-3.64,-3.06,-0.47,1.64
8444,28635.0,1.05,-7.58,-3.7,-2.95,-0.58,1.76
8445,28638.0,1.1,-7.55,-3.75,-2.85,-0.7,1.88
8446,28641.0,1.24,-7.58,-3.71,-2.74,-0.87,2.05
8447,28645.0,1.34,-7.69,-3.67,-2.65,-1.0,2.15
8448,28648.0,1.51,-7.97,-3.63,-2.58,-1.12,2.24
8449,28651.0,1.72,-8.32,-3.62,-2.52,-1.23,2.29
8450,28655.0,2.07,-8.82,-3.69,-2.47,-1.36,2.32
8451,28658.0,2.32,-9.12,-3.77,-2.45,-1.43,2.33
8452,28661.0,2.54,-9.39,-3.84,-2.44,-1.49,2.32
8453,28664.0,2.66,-9.56,-3.89,-2.45,-1.53,2.31
8454,28668.0,2.77,-9.73,-3.86,-2.46,-1.58,2.3
8455,28671.0,2.77,-9.82,-3.81,-2.47,-1.62,2.3
8456,28674.0,2.7,-9.92,-3.78,-2.46,-1.67,2.3
8457,28677.0,2.61,-9.94,-3.74,-2.46,-1.73,2.31
8458,28681.0,2.41,-9.81,-3.63,-2.42,-1.85,2.35
8459,28684.0,2.24,-9.65,-3.6,-2.34,-1.95,2.38
8460,28687.0,2.0,-9.55,-3.59,-2.23,-2.06,2.43
8461,28690.0,1.79,-9.48,-3.66,-2.1,-2.19,2.49
8462,28694.0,1.53,-9.45,-3.7,-1.9,-2.37,2.57
8463,28697.0,1.35,-9.37,-3.75,-1.74,-2.52,2.62
8464,28700.0,1.15,-9.32,-3.82,-1.58,-2.69,2.67
8465,28704.0,0.82,-9.26,-4.06,-1.33,-2.94,2.73
8466,28707.0,0.49,-9.24,-4.31,-1.13,-3.13,2.77
8467,28710.0,0.21,-9.26,-4.55,-0.9,-3.29,2.8
8468,28713.0,-0.03,-9.28,-4.78,-0.66,-3.44,2.82
8469,28717.0,-0.41,-9.16,-5.11,-0.35,-3.57,2.85
8470,28720.0,-0.34,-9.08,-5.21,-0.11,-3.61,2.89
8471,28723.0,-0.45,-9.08,-5.29,0.14,-3.63,2.91
8472,28726.0,-0.7,-9.38,-6.62,0.24,-3.56,2.92
8473,28730.0,-0.09,-9.86,-8.32,-0.03,-3.01,2.95
8474,28733.0,0.57,-10.1,-8.4,-0.43,-2.61,2.85
8475,28736.0,0.26,-9.73,-7.96,-0.82,-2.33,2.65
8476,28740.0,-0.29,-9.52,-7.27,-1.05,-2.12,2.45
8477,28743.0,-1.06,-9.61,-6.38,-1.14,-1.99,2.17
8478,28746.0,-1.4,-9.71,-6.1,-1.09,-1.97,1.99
8479,28749.0,-1.55,-9.77,-5.95,-0.99,-1.97,1.82
8480,28753.0,-1.49,-9.86,-6.0,-0.85,-1.99,1.64
8481,28766.0,-1.42,-10.15,-5.64,-0.56,-2.07,1.68
8482,28769.0,-1.43,-10.21,-5.54,-0.5,-2.16,1.76
8483,28773.0,-1.56,-10.27,-5.33,-0.39,-2.29,1.83
8484,28776.0,-1.6,-10.35,-5.23,-0.31,-2.46,1.87
8485,28779.0,-1.72,-10.36,-5.18,-0.19,-2.63,1.89
8486,28783.0,-1.87,-10.42,-5.14,-0.03,-2.79,1.9
8487,28786.0,-2.07,-10.41,-5.06,0.24,-2.96,1.9
8488,28789.0,-2.1,-10.47,-5.09,0.49,-3.06,1.89
8489,28792.0,-2.16,-10.53,-5.15,0.78,-3.15,1.85
8490,28796.0,-2.44,-10.6,-5.18,1.12,-3.2,1.8
8491,28799.0,-2.61,-10.63,-5.17,1.61,-3.26,1.71
8492,28802.0,-2.77,-10.68,-5.19,2.0,-3.31,1.62
8493,28805.0,-2.94,-10.71,-5.21,2.41,-3.35,1.54
8494,28809.0,-3.06,-10.77,-5.21,2.82,-3.39,1.46
8495,28812.0,-3.27,-10.78,-5.1,3.36,-3.46,1.35
8496,28815.0,-3.42,-10.82,-5.01,3.77,-3.5,1.26
8497,28818.0,-3.61,-10.79,-4.77,4.21,-3.51,1.18
8498,28822.0,-3.71,-10.75,-4.56,4.74,-3.53,1.08
8499,28825.0,-3.65,-10.8,-4.42,5.16,-3.55,1.03
8500,28828.0,-3.6,-10.87,-4.09,5.57,-3.57,0.99
8501,28832.0,-3.6,-10.9,-3.79,5.93,-3.6,0.97
8502,28835.0,-3.35,-10.92,-3.68,6.31,-3.62,0.95
8503,28838.0,-3.22,-10.88,-3.42,6.53,-3.63,0.93
8504,28841.0,-3.08,-10.85,-3.2,6.62,-3.67,0.92
8505,28845.0,-2.87,-10.86,-3.19,6.68,-3.66,0.9
8506,28848.0,-2.69,-10.88,-3.02,6.7,-3.57,0.88
8507,28851.0,-2.58,-10.96,-2.89,6.71,-3.49,0.84
8508,28854.0,-2.54,-11.11,-2.68,6.7,-3.38,0.79
8509,28868.0,-2.9,-11.35,-1.69,6.23,-2.94,0.52
8510,28871.0,-2.99,-11.27,-1.49,6.08,-2.94,0.47
8511,28874.0,-3.02,-11.14,-1.35,5.96,-2.92,0.42
8512,28878.0,-3.17,-11.04,-1.11,5.91,-2.9,0.37
8513,28881.0,-3.4,-10.98,-0.89,5.85,-2.81,0.33
8514,28884.0,-3.45,-11.0,-0.73,5.8,-2.7,0.32
8515,28887.0,-3.51,-10.94,-0.6,5.77,-2.59,0.31
8516,28891.0,-3.65,-10.83,-0.4,5.76,-2.48,0.32
8517,28894.0,-3.77,-10.69,-0.05,5.72,-2.34,0.35
8518,28897.0,-3.86,-10.51,0.19,5.69,-2.29,0.38
8519,28900.0,-3.98,-10.32,0.49,5.7,-2.26,0.41
8520,28904.0,-4.14,-10.18,0.67,5.74,-2.25,0.43
8521,28907.0,-4.33,-10.03,0.82,5.92,-2.18,0.45
8522,28910.0,-4.21,-10.02,1.28,6.11,-2.11,0.46
8523,28913.0,-4.25,-10.05,1.48,6.29,-2.05,0.48
8524,28917.0,-4.44,-10.02,1.62,6.55,-1.97,0.48
8525,28920.0,-4.52,-9.83,2.1,6.97,-1.87,0.48
8526,28923.0,-4.48,-9.64,2.19,7.3,-1.83,0.47
8527,28926.0,-4.47,-9.33,2.24,7.72,-1.79,0.46
8528,28930.0,-4.22,-9.02,2.66,8.19,-1.75,0.48
8529,28933.0,-3.95,-8.49,3.17,8.73,-1.73,0.58
8530,28936.0,-3.91,-8.3,2.96,8.73,-1.66,0.66
8531,28939.0,-3.71,-8.12,2.7,8.73,-1.49,0.74
8532,28943.0,-3.52,-7.97,3.22,8.73,-1.25,0.81
8533,28946.0,-3.29,-7.53,3.89,8.73,-1.03,0.99
8534,28949.0,-3.17,-7.26,3.87,8.73,-0.87,1.16
8535,28952.0,-2.91,-6.85,4.48,8.73,-0.72,1.34
8536,28956.0,-2.76,-6.64,5.25,8.73,-0.72,1.57
8537,28959.0,-2.64,-6.56,5.32,8.73,-0.73,1.85
8538,28962.0,-2.65,-6.31,5.17,8.73,-0.71,2.03
8539,28965.0,-2.68,-6.35,5.11,8.73,-0.66,2.16
8540,28969.0,-2.64,-6.47,5.13,8.73,-0.54,2.23
8541,28972.0,-2.42,-5.91,5.49,8.73,-0.41,2.24
8542,28975.0,-1.96,-5.53,5.62,8.73,-0.63,2.12
8543,28978.0,-2.27,-5.79,6.53,8.73,-0.73,2.03
8544,28982.0,-2.36,-5.8,6.96,8.73,-0.7,1.89
8545,28985.0,-2.38,-5.57,7.26,8.5,-1.1,1.78
8546,28988.0,-2.32,-5.62,7.28,8.02,-1.23,1.68
8547,28991.0,-2.71,-5.24,8.13,7.48,-1.31,1.56
8548,28995.0,-3.06,-4.51,8.34,6.85,-1.4,1.42
8549,28998.0,-3.32,-4.38,7.16,6.24,-0.99,1.21
8550,29001.0,-2.68,-4.15,6.37,6.23,-1.02,1.0
8551,29004.0,-2.85,-3.69,6.87,6.21,-0.9,0.92
8552,29008.0,-2.71,-3.51,7.34,6.01,-0.63,0.91
8553,29011.0,-2.13,-3.18,6.87,5.89,-0.98,0.93
8554,29014.0,-2.36,-2.83,7.15,5.73,-1.03,1.0
8555,29017.0,-2.36,-2.37,7.71,5.52,-1.05,1.06
8556,29021.0,-2.51,-2.09,7.81,5.19,-1.15,1.1
8557,29024.0,-2.49,-2.36,6.99,4.9,-1.13,1.08
8558,29037.0,-2.57,-1.42,7.3,4.46,-1.02,0.6
8559,29041.0,-2.56,-0.73,7.55,4.56,-1.08,0.57
8560,29044.0,-2.44,-0.96,7.22,4.62,-1.12,0.52
8561,29047.0,-2.61,-0.64,7.31,4.67,-0.97,0.41
8562,29050.0,-1.98,-1.38,6.55,4.84,-1.02,0.35
8563,29054.0,-1.96,-1.36,6.52,5.07,-1.03,0.37
8564,29057.0,-1.93,-0.64,7.22,5.13,-0.99,0.43
8565,29060.0,-2.14,-0.41,7.82,5.13,-1.0,0.49
8566,29063.0,-2.33,-0.39,7.52,5.08,-1.02,0.48
8567,29067.0,-2.41,-0.28,7.13,5.14,-0.96,0.43
8568,29070.0,-2.47,0.17,7.66,5.16,-0.82,0.39
8569,29073.0,-2.38,0.05,7.82,5.16,-0.89,0.42
8570,29076.0,-2.5,0.06,7.49,5.23,-0.96,0.46
8571,29080.0,-2.39,0.34,7.42,5.42,-0.96,0.51
8572,29083.0,-2.32,0.51,7.53,5.58,-0.99,0.56
8573,29086.0,-2.29,0.77,7.48,5.66,-1.02,0.58
8574,29089.0,-2.22,1.01,7.32,5.62,-1.03,0.6
8575,29092.0,-2.15,1.18,7.31,5.55,-1.02,0.61
8576,29096.0,-2.15,1.26,7.22,5.49,-0.99,0.61
8577,29099.0,-2.09,1.27,7.32,5.45,-0.95,0.6
8578,29102.0,-2.11,1.5,7.47,5.39,-0.89,0.54
8579,29105.0,-2.03,1.84,7.66,5.36,-0.86,0.49
8580,29109.0,-1.93,2.2,8.02,5.23,-0.85,0.46
8581,29112.0,-1.92,2.56,8.33,5.04,-0.87,0.46
8582,29115.0,-1.28,2.63,8.32,4.66,-0.94,0.48
8583,29118.0,-1.07,2.13,7.89,4.6,-1.03,0.58
8584,29122.0,-1.17,2.19,7.85,4.61,-1.06,0.65
8585,29125.0,-1.22,2.4,8.0,4.62,-1.14,0.75
8586,29128.0,-1.27,2.5,8.06,4.63,-1.27,0.8
8587,29131.0,-1.2,2.75,7.81,4.61,-1.41,0.81
8588,29134.0,-1.13,3.03,7.61,4.57,-1.48,0.82
8589,29138.0,-1.02,3.41,7.46,4.49,-1.52,0.84
8590,29141.0,-0.99,3.79,7.3,4.4,-1.53,0.86
8591,29144.0,-0.71,3.79,7.21,4.26,-1.56,0.9
8592,29147.0,-0.66,3.77,7.24,4.17,-1.6,0.92
8593,29151.0,-0.65,3.86,7.24,4.08,-1.65,0.94
8594,29154.0,-0.62,3.91,7.21,4.01,-1.72,0.95
8595,29157.0,-0.65,3.97,7.19,3.93,-1.8,0.97
8596,29160.0,-0.62,4.04,7.21,3.87,-1.87,0.98
8597,29164.0,-0.58,4.07,7.2,3.85,-1.94,0.99
8598,29167.0,-0.45,4.15,7.1,3.87,-2.03,1.0
8599,29170.0,-0.33,4.23,7.01,3.89,-2.1,1.01
8600,29173.0,-0.18,4.37,6.79,3.87,-2.2,1.02
8601,29177.0,-0.06,4.52,6.56,3.83,-2.25,1.03
8602,29180.0,0.07,4.67,6.41,3.75,-2.3,1.03
8603,29183.0,0.17,4.77,6.25,3.67,-2.33,1.04
8604,29186.0,0.28,4.82,6.08,3.6,-2.35,1.05
8605,29189.0,0.48,4.84,5.85,3.57,-2.39,1.06
8606,29193.0,0.55,4.79,5.64,3.58,-2.43,1.08
8607,29196.0,0.63,4.78,5.36,3.63,-2.48,1.1
8608,29199.0,0.68,4.8,5.05,3.69,-2.51,1.12
8609,29202.0,0.78,4.94,4.72,3.77,-2.53,1.16
8610,29205.0,0.86,4.98,4.5,3.85,-2.54,1.18
8611,29209.0,0.95,5.02,4.35,3.93,-2.54,1.19
8612,29212.0,1.01,5.06,4.3,4.01,-2.54,1.21
8613,29215.0,1.02,5.19,4.32,4.09,-2.54,1.22
8614,29218.0,1.13,5.38,4.33,4.2,-2.56,1.23
8615,29222.0,1.07,5.63,4.33,4.27,-2.57,1.24
8616,29225.0,1.22,5.89,4.25,4.28,-2.56,1.24
8617,29228.0,1.56,5.64,4.11,4.36,-2.57,1.25
8618,29231.0,1.62,5.72,4.07,4.45,-2.55,1.23
8619,29234.0,1.69,6.21,4.01,4.42,-2.52,1.25
8620,29238.0,1.72,6.29,4.01,4.38,-2.51,1.27
8621,29241.0,1.78,6.31,4.04,4.36,-2.5,1.27
8622,29244.0,1.91,6.33,4.07,4.33,-2.51,1.27
8623,29247.0,2.08,6.55,3.94,4.33,-2.51,1.25
8624,29250.0,2.18,6.72,3.87,4.35,-2.5,1.25
8625,29254.0,2.31,6.86,3.74,4.37,-2.5,1.25
8626,29257.0,2.4,6.96,3.56,4.35,-2.5,1.26
8627,29260.0,2.47,7.02,3.35,4.31,-2.49,1.26
8628,29263.0,2.55,6.99,3.08,4.23,-2.46,1.26
8629,29267.0,2.59,6.96,2.89,4.17,-2.44,1.25
8630,29270.0,2.64,6.93,2.7,4.12,-2.42,1.24
8631,29273.0,2.53,7.06,2.5,4.06,-2.39,1.24
8632,29276.0,2.56,6.85,2.29,3.94,-2.36,1.23
8633,29279.0,2.54,6.43,2.08,3.95,-2.32,1.21
8634,29283.0,2.47,6.6,2.05,3.92,-2.28,1.19
8635,29286.0,2.41,6.68,2.05,3.88,-2.25,1.2
8636,29289.0,2.43,6.62,1.97,3.87,-2.24,1.2
8637,29292.0,2.48,6.63,1.84,3.84,-2.22,1.18
8638,29295.0,2.58,6.66,1.56,3.79,-2.2,1.16
8639,29299.0,2.72,6.71,1.33,3.77,-2.18,1.14
8640,29302.0,2.83,6.73,1.18,3.79,-2.15,1.13
8641,29305.0,2.91,6.73,1.06,3.84,-2.14,1.12
8642,29308.0,2.97,6.72,0.82,3.94,-2.14,1.11
8643,29312.0,3.01,6.65,0.59,4.07,-2.13,1.11
8644,29315.0,2.98,6.67,0.37,4.19,-2.11,1.1
8645,29318.0,2.97,6.78,0.17,4.29,-2.07,1.09
8646,29321.0,2.91,6.85,0.11,4.36,-2.02,1.08
8647,29324.0,2.9,6.85,0.12,4.44,-1.94,1.04
8648,29328.0,2.89,6.93,0.1,4.5,-1.89,0.99
8649,29331.0,2.82,7.04,0.0,4.53,-1.83,0.92
8650,29334.0,2.76,7.27,-0.13,4.48,-1.74,0.85
8651,29337.0,2.53,7.58,-0.13,4.31,-1.64,0.77
8652,29340.0,2.63,7.72,-0.25,4.08,-1.55,0.68
8653,29344.0,2.46,8.08,-0.26,3.81,-1.5,0.61
8654,29347.0,2.53,8.2,-0.54,3.6,-1.53,0.57
8655,29350.0,1.25,9.28,-0.32,3.33,-1.53,0.5
8656,29353.0,3.01,8.42,-0.9,2.47,-1.6,0.57
8657,29357.0,3.44,7.23,-1.61,2.68,-1.49,0.57
8658,29360.0,3.19,7.71,-1.42,2.74,-1.25,0.57
8659,29363.0,2.81,8.42,-0.84,2.44,-1.1,0.66
8660,29366.0,3.87,7.57,-1.0,2.29,-1.06,0.73
8661,29370.0,4.27,6.66,-0.76,2.48,-0.86,0.74
8662,29373.0,4.01,7.02,-0.73,2.55,-0.76,0.67
8663,29376.0,3.96,7.32,-1.1,2.62,-0.64,0.62
8664,29379.0,3.89,7.54,-1.3,2.66,-0.51,0.52
8665,29383.0,3.79,7.71,-1.52,2.54,-0.39,0.45
8666,29386.0,3.68,7.78,-1.94,2.4,-0.27,0.42
8667,29389.0,3.56,7.94,-2.21,2.35,-0.13,0.41
8668,29392.0,3.46,7.98,-2.25,2.36,0.02,0.41
8669,29395.0,3.42,7.86,-2.55,2.38,0.24,0.38
8670,29399.0,3.88,7.34,-2.7,2.44,0.49,0.39
8671,29402.0,3.66,7.36,-2.28,2.57,0.7,0.38
8672,29405.0,3.58,7.87,-2.0,2.45,0.83,0.39
8673,29408.0,3.79,7.79,-2.09,2.29,0.94,0.45
8674,29412.0,3.91,7.15,-2.1,2.29,1.11,0.43
8675,29415.0,4.0,7.02,-2.15,2.26,1.25,0.39
8676,29418.0,4.18,7.02,-2.18,2.24,1.39,0.35
8677,29421.0,4.2,7.17,-2.15,2.25,1.53,0.33
8678,29424.0,4.07,7.48,-2.04,2.18,1.62,0.31
8679,29428.0,3.77,7.88,-1.87,2.06,1.66,0.3
8680,29431.0,3.65,8.34,-1.91,1.91,1.59,0.28
8681,29434.0,4.54,7.74,-2.53,1.78,1.7,0.33
8682,29437.0,4.81,7.0,-2.52,1.99,1.93,0.34
8683,29441.0,4.46,7.09,-1.93,2.11,2.07,0.31
8684,29444.0,4.43,7.28,-1.55,2.09,2.07,0.3
8685,29447.0,4.49,7.4,-1.26,2.04,2.03,0.28
8686,29450.0,4.53,7.52,-1.2,1.98,1.93,0.25
8687,29453.0,4.56,7.56,-1.33,1.97,1.85,0.23
8688,29457.0,4.69,7.68,-1.34,2.1,1.74,0.19
8689,29460.0,4.65,7.82,-1.42,2.2,1.63,0.16
8690,29463.0,4.64,7.98,-1.44,2.27,1.53,0.15
8691,29466.0,4.53,8.12,-1.31,2.29,1.4,0.13
8692,29469.0,4.65,8.32,-1.25,2.31,1.24,0.13
8693,29473.0,5.0,8.24,-1.21,2.46,1.03,0.16
8694,29476.0,4.92,8.27,-1.19,2.54,0.83,0.15
8695,29479.0,4.99,8.37,-1.21,2.57,0.61,0.12
8696,29482.0,5.22,8.39,-1.27,2.57,0.4,0.07
8697,29486.0,5.35,8.34,-1.24,2.55,0.18,-0.01
8698,29489.0,5.11,8.28,-1.61,2.45,-0.07,-0.14
8699,29492.0,4.73,8.31,-1.83,2.32,-0.17,-0.21
8700,29495.0,4.64,8.41,-1.69,2.28,-0.28,-0.24
8701,29499.0,4.74,8.52,-1.54,2.25,-0.45,-0.27
8702,29502.0,4.77,8.49,-1.54,2.23,-0.71,-0.27
8703,29505.0,4.59,8.41,-1.67,2.19,-0.89,-0.31
8704,29508.0,4.47,8.4,-1.92,2.08,-1.05,-0.36
8705,29512.0,4.26,8.51,-2.19,1.92,-1.16,-0.4
8706,29515.0,4.3,8.64,-2.19,1.75,-1.3,-0.44
8707,29518.0,4.53,8.55,-2.01,1.63,-1.45,-0.46
8708,29521.0,4.61,8.36,-2.04,1.53,-1.64,-0.49
8709,29525.0,4.17,8.26,-2.37,1.43,-1.79,-0.52
8710,29528.0,4.06,8.09,-2.79,1.36,-1.92,-0.57
8711,29531.0,4.14,7.84,-3.03,1.21,-2.01,-0.61
8712,29534.0,4.15,7.76,-3.17,1.04,-2.07,-0.64
8713,29537.0,4.22,7.72,-3.2,0.92,-2.15,-0.65
8714,29541.0,4.58,7.62,-3.17,0.78,-2.3,-0.68
8715,29544.0,4.94,7.42,-3.17,0.74,-2.45,-0.75
8716,29547.0,5.47,7.17,-3.17,0.72,-2.63,-0.89
8717,29550.0,4.77,6.96,-3.54,0.67,-2.74,-1.07
8718,29554.0,4.3,7.09,-3.56,0.67,-2.87,-1.31
8719,29557.0,3.96,7.61,-3.48,0.6,-2.94,-1.44
8720,29560.0,3.98,8.16,-3.07,0.56,-3.08,-1.5
8721,29563.0,4.2,8.45,-2.79,0.5,-3.33,-1.51
8722,29567.0,4.0,8.41,-2.91,0.43,-3.74,-1.54
8723,29570.0,3.32,8.4,-3.03,0.47,-3.95,-1.56
8724,29573.0,3.3,8.49,-3.11,0.6,-4.14,-1.58
8725,29576.0,3.45,8.66,-3.38,0.73,-4.31,-1.61
8726,29580.0,3.38,8.74,-3.92,0.83,-4.53,-1.63
